cycle,time,MAD,class
11,14,12.216682370826605,1
11,15,17.849066111344065,1
11,16,8.86695817570925,1
11,17,8.628372133933329,1
11,18,8.104066515623307,1
11,19,10.772737123467818,1
11,20,7.752327719078816,1
11,21,8.053684657436493,1
11,22,7.418290522314496,1
11,23,5.2842371848384,1
11,24,4.792233897476726,1
11,25,6.747007658287766,1
11,26,7.581522883162642,1
11,27,4.199047645718216,1
11,28,3.737076817194021,1
11,29,2.176183910486709,1
12,5,1.4962255447791717,2
12,6,1.0364228176735746,2
12,7,3.9001003960458633,2
12,8,2.773196876700644,2
12,9,3.8966591998295166,2
12,10,4.6671229164329855,2
12,11,8.038592172093875,2
12,12,10.115634451886736,2
12,13,16.53254527882295,2
12,14,14.840775393248451,2
12,15,9.982994565438883,2
12,16,9.366113512152314,2
12,17,11.486044551332164,2
12,18,10.942544194948034,2
12,19,18.515676412355603,2
12,20,22.1874227511579,2
12,21,15.948040965514213,2
12,22,4.661413682760938,2
12,23,0.8687090967484358,2
12,24,0.6565992234828162,2
12,25,3.128037531280773,2
12,26,6.1762372068630516,2
12,27,6.88513876266356,2
12,28,4.517215633842985,2
12,29,1.8527905556081092,2
13,5,7.644007853092891,3
13,6,3.723526592762681,3
13,7,4.682417804759077,3
13,8,6.496941087553212,3
13,9,17.503798084978037,3
13,10,9.268398004467095,3
13,11,5.056886507920945,3
13,12,6.077641421546608,3
13,13,3.210879098763942,3
13,14,1.757278288549536,3
13,15,1.8832329696445769,3
13,16,3.437147471760995,3
13,17,4.23946337896684,3
13,18,2.578735122792172,3
13,19,0.5844632704435154,3
13,20,0.0884680811519862,3
13,21,0.026170616323350604,3
13,22,0.0964191672101689,3
13,23,0.18062359939911354,3
13,24,0.18610127404087567,3
13,25,0.05232981928114238,3
13,26,0.08769583220682577,3
13,27,0.18399788926288815,3
13,28,0.21925448460056485,3
13,29,0.11500884751449551,3
14,5,4.248415905767755,1
14,6,8.894999298528031,1
14,7,9.250674207569919,1
14,8,11.060255245112264,1
14,9,13.011444416987493,1
14,10,17.88199518463042,1
14,11,16.15124190047524,1
14,12,22.50037643738788,1
14,13,13.126260191820524,1
14,14,10.071788504887241,1
14,15,14.953278160047693,1
14,16,12.923019443490375,1
14,17,17.883715360291173,1
14,18,12.780661978146593,1
14,19,18.54021456855761,1
14,20,11.371541844878086,1
14,21,8.669859117935532,1
14,22,9.9555217123852,1
14,23,8.732098859084378,1
14,24,9.708948434315372,1
14,25,13.305366537206798,1
14,26,12.108776429131154,1
14,27,10.456607338136964,1
14,28,8.62526508279154,1
14,29,4.463038896193968,1
15,5,12.232646665212142,0
15,6,15.956559451947365,0
15,7,14.134610964118686,0
15,8,14.349308605806074,0
15,9,15.552717462399642,0
15,10,6.949770113734788,0
15,11,8.274605974860592,0
15,12,18.52991421557527,0
15,13,24.321632461060158,0
15,14,22.24121357043952,0
15,15,16.371553022039652,0
15,16,18.71846416962637,0
15,17,22.254003286461213,0
15,18,18.55140282448121,0
15,19,11.54463394042995,0
15,20,17.69924144860068,0
15,21,15.65108931581006,0
15,22,12.195108734370706,0
15,23,9.299785983991777,0
15,24,3.7158678160773997,0
15,25,2.2035960501018175,0
15,26,1.2960415893824786,0
15,27,0.4293097189386898,0
15,28,0.9269490124499524,0
15,29,1.5526483530437132,0
16,5,11.810777631485402,1
16,6,26.237433065885092,1
16,7,23.494056468830944,1
16,8,22.216267341953525,1
16,9,25.03300528980478,1
16,10,11.98904253818743,1
16,11,13.583309313009305,1
16,12,12.432984730666675,1
16,13,7.9443245224069585,1
16,14,8.808090271161863,1
16,15,21.3013448634357,1
16,16,17.56548546795309,1
16,17,18.61259775151716,1
16,18,21.440213098721173,1
16,19,15.656438303580247,1
16,20,4.544077603953456,1
16,21,2.4076692211432967e-31,1
16,22,1.821100795136419,1
16,23,3.1617950648739135,1
16,24,3.967183308447368,1
16,25,3.481543959268952,1
16,26,2.22660764753681,1
16,27,1.2533768580724705,1
16,28,0.5541360350323778,1
16,29,0.8224003706256992,1
17,5,16.033903697194802,0
17,6,16.77721666800924,0
17,7,8.369840385579637,0
17,8,4.076849611669497,0
17,9,3.0776502930028227,0
17,10,2.0638612410252644,0
17,11,1.5632345731976642,0
17,12,2.011400678411919,0
17,13,2.0367683027336936,0
17,14,1.1621153451282542,0
17,15,0.861465308336312,0
17,16,0.480236441637344,0
17,17,0.3093033924628807,0
17,18,0.8519069371344873,0
17,19,0.7174550550594467,0
17,20,0.6339096972367665,0
17,21,0.549233275616869,0
17,22,0.51618231431035,0
17,23,0.5703074380839547,0
17,24,0.2556054922100017,0
17,25,0.2996485681797145,0
17,26,0.1986382574557081,0
17,27,0.07126617840564854,0
17,28,0.09244612125039607,0
17,29,1.3930893264401005e-32,0
18,5,3.1029321040795534,1
18,6,2.6023535867470087,1
18,7,3.6655999650442417,1
18,8,3.6463888003597034,1
18,9,11.10221302502407,1
18,10,24.31147892059023,1
18,11,27.975779417688674,1
18,12,27.515861839851947,1
18,13,33.30781582151782,1
18,14,38.172733153960706,1
18,15,35.31174442126074,1
18,16,13.915001598990084,1
18,17,33.11915242613982,1
18,18,27.979675247649382,1
18,19,24.843450192900004,1
18,20,21.23143622565456,1
18,21,20.831124724111316,1
18,22,12.145724383107936,1
18,23,10.193243945786632,1
18,24,11.244247001750557,1
18,25,7.169102858488803,1
18,26,5.223813048161501,1
18,27,4.861806526971965,1
18,28,1.735357072252152,1
18,29,0.5782265638187885,1
19,5,6.326950255115185,3
19,6,6.380279006952896,3
19,7,4.470056453992938,3
19,8,4.476122346898803,3
19,9,7.787719809411674,3
19,10,14.98834311431765,3
19,11,16.853144540668044,3
19,12,7.44567147998466,3
19,13,5.432207375379062,3
19,14,1.9103465146105447,3
19,15,1.8299262757015045,3
19,16,3.120931226221134,3
19,17,2.0065943930686037,3
19,18,0.6121380555418282,3
19,19,0.8949544046533047,3
19,20,0.8652613559236856,3
19,21,0.6085451954479076,3
19,22,0.4721534262870975,3
19,23,0.5557849539876999,3
19,24,0.3687266380458856,3
19,25,0.09084437745274172,3
19,26,0.04671331663539917,3
19,27,0.11681343372434808,3
19,28,0.3097350411099763,3
19,29,0.3550457437539452,3
20,5,0.6543965024064787,1
20,6,0.6236762802226471,1
20,7,0.6235968995266798,1
20,8,0.5197432402125703,1
20,9,0.5671986910269111,1
20,10,0.5238756025167846,1
20,11,0.04134040408987652,1
20,12,4.014995333714382,1
20,13,3.501710607911865,1
20,14,8.306532918493263,1
20,15,14.642151122611889,1
20,16,19.834444883054363,1
20,17,28.319079450144333,1
20,18,22.382434737640313,1
20,19,19.394901776258372,1
20,20,10.896242519026462,1
20,21,4.464054192144532,1
20,22,2.5382945141304134,1
20,23,2.3213010292278584,1
20,24,0.9184424989862614,1
20,25,0.8222716524706165,1
20,26,1.0476007908654454,1
20,27,0.5582642355850408,1
20,28,0.9895803760968108,1
20,29,0.2849938491723926,1
21,5,1.7415004483749819,3
21,6,6.135730883986227,3
21,7,10.189765895096883,3
21,8,7.649628574150698,3
21,9,8.943065303471068,3
21,10,9.621417175702073,3
21,11,20.38398693283016,3
21,12,10.038280685323317,3
21,13,5.858455670724906,3
21,14,6.179799062239441,3
21,15,5.010617940201852,3
21,16,2.7508776824547847,3
21,17,0.7064654712397005,3
21,18,0.8939039540712802,3
21,19,0.5953571366323668,3
21,20,0.36449213776965356,3
21,21,0.35662394906943556,3
21,22,0.15685398082419508,3
21,23,0.15577972515519367,3
21,24,0.2564977442602315,3
21,25,0.36773612738352013,3
21,26,0.3958658380365827,3
21,27,0.34760866991487493,3
21,28,0.3328192226556331,3
21,29,0.21405769478161846,3
22,5,19.819521816246134,2
22,6,20.104487029340834,2
22,7,18.19394230139409,2
22,8,15.778341757828153,2
22,9,5.067807936632088,2
22,10,2.419467397748861,2
22,11,3.0358791117938524,2
22,12,3.2376164203134774,2
22,13,5.145019817235644,2
22,14,5.7237912491541,2
22,15,5.53237702665274,2
22,16,4.37074080760965,2
22,17,2.5613156235542376,2
22,18,2.382314273534129,2
22,19,1.531041370315243,2
22,20,0.3562008810237814,2
22,21,0.36775679085141183,2
22,22,0.3050367133285325,2
22,23,0.4331269827964484,2
22,24,1.0092627720652727,2
22,25,1.5118632319160763,2
22,26,3.0428875129903843,2
22,27,6.744175604682509,2
22,28,8.229830079606261,2
22,29,7.890896039704973,2
23,5,3.7734896993766194,1
23,6,5.475015724190821,1
23,7,9.139877459023664,1
23,8,6.786237119594523,1
23,9,4.308489321316056,1
23,10,3.4584271202847217,1
23,11,2.7924247766544874,1
23,12,2.325592693198574,1
23,13,1.288350308154078,1
23,14,1.6937709845877074,1
23,15,6.0011420485578375,1
23,16,9.20368472200481,1
23,17,2.7019221772127673,1
23,18,7.693704810487648,1
23,19,7.314908555142481,1
23,20,18.60928767825499,1
23,21,25.977839321350267,1
23,22,35.4251905490232,1
23,23,20.388392347479535,1
23,24,6.757567157019984,1
23,25,5.146869698328036,1
23,26,1.35388132760678,1
23,27,1.044905992973159,1
23,28,0.5486851581757304,1
23,29,0.4252706339811665,1
24,5,5.968486499473657,0
24,6,6.118720776628035,0
24,7,6.576623949788868,0
24,8,6.415648538095495,0
24,9,7.197535808872521,0
24,10,2.5086931936215966,0
24,11,2.5220898334490998,0
24,12,4.155351383851667,0
24,13,13.538120576692204,0
24,14,11.019856041581864,0
24,15,17.45830373335247,0
24,16,25.425536201874863,0
24,17,26.609618043336134,0
24,18,21.737071110265056,0
24,19,9.569716966560401,0
24,20,4.693925058954193,0
24,21,1.0828752743328371,0
24,22,1.3068302835581966,0
24,23,2.2879722890514405,0
24,24,1.2996957758412413,0
24,25,1.3596003437867468,0
24,26,1.6298355122971022,0
24,27,2.016833171535806,0
24,28,2.7559732408136806,0
24,29,1.555212353381807,0
25,5,16.583337166840373,2
25,6,18.08134106778825,2
25,7,17.52293070781987,2
25,8,19.280298786292892,2
25,9,9.93049172518019,2
25,10,8.564299827302657,2
25,11,2.909419525148267,2
25,12,2.5682561637423182,2
25,13,4.0672198588299,2
25,14,3.1831665529374344,2
25,15,2.266448941467659,2
25,16,1.1185765598446265,2
25,17,0.7542916991544922,2
25,18,0.9479951077689495,2
25,19,0.9971047268027399,2
25,20,0.46391058858804357,2
25,21,0.4894081439430782,2
25,22,1.4610843954165005,2
25,23,2.4129331912691496,2
25,24,1.6673406999726703,2
25,25,1.1330012433963113,2
25,26,0.61727678193733,2
25,27,1.8443881842509648,2
25,28,2.0921889606124338,2
25,29,1.700956866977262,2
26,5,15.63047477269265,1
26,6,14.963790542022325,1
26,7,14.631435806956306,1
26,8,20.942218699937037,1
26,9,29.84184149983275,1
26,10,20.80507290712454,1
26,11,29.946451346697334,1
26,12,29.446380500235417,1
26,13,28.684108127879743,1
26,14,27.895114682965016,1
26,15,17.39618754850524,1
26,16,15.819918054760178,1
26,17,13.788292823802069,1
26,18,10.168714378227618,1
26,19,8.965050278813786,1
26,20,8.888371034163292,1
26,21,9.05158911712435,1
26,22,5.493335875528041,1
26,23,4.025483359496955,1
26,24,4.911913175190545,1
26,25,1.491369462415223,1
26,26,1.4896098750267361,1
26,27,3.0261281490501912,1
26,28,5.659740753280771,1
26,29,6.6593525083131295,1
27,5,3.0913526532095807,1
27,6,2.719972876486771,1
27,7,2.2379153728616434,1
27,8,2.6881394057138945,1
27,9,13.86298839162641,1
27,10,23.10101117867911,1
27,11,29.59831904191163,1
27,12,19.4446368546509,1
27,13,18.885096603132904,1
27,14,24.5572716628874,1
27,15,19.585800040446966,1
27,16,23.480558380934646,1
27,17,13.60074605746284,1
27,18,13.570052223659458,1
27,19,10.727331793298372,1
27,20,9.785543077618009,1
27,21,9.105731898571362,1
27,22,8.585368404135126,1
27,23,3.0795172644737816,1
27,24,0.42674902310342705,1
27,25,0.671666587298326,1
27,26,2.058979500466338,1
27,27,2.2935605456744925,1
27,28,2.266608633316321,1
27,29,1.0585987923079005,1
28,5,17.00967667560498,3
28,6,14.906649840856858,3
28,7,11.634867084410612,3
28,8,10.655424740731478,3
28,9,11.730023501454246,3
28,10,17.4623113997414,3
28,11,7.196608656140929,3
28,12,5.7166759981033755,3
28,13,2.3342705154365544,3
28,14,1.4250048761922929,3
28,15,0.8848628930019777,3
28,16,1.130351735307809,3
28,17,1.112252973869902,3
28,18,0.4076157673735175,3
28,19,0.2565879016673721,3
28,20,0.3331605655992503,3
28,21,0.5667470378772311,3
28,22,0.5920038274967961,3
28,23,0.360565595833043,3
28,24,0.1901385509511714,3
28,25,0.18530961913980926,3
28,26,0.25475019569011276,3
28,27,0.24023977397163562,3
28,28,0.2159441118186929,3
28,29,0.27524923106944627,3
29,5,3.416424350907789,2
29,6,9.329139692721458,2
29,7,5.673261598642994,2
29,8,2.0860220266097698,2
29,9,5.579769588779896,2
29,10,1.4320149825912176,2
29,11,2.663687710307919,2
29,12,4.327782637911639,2
29,13,3.5865803014007507,2
29,14,2.732682799809624,2
29,15,2.4319100056569716,2
29,16,1.4420214329035363,2
29,17,1.2547044519370825,2
29,18,0.3821534812866981,2
29,19,0.7568092775491913,2
29,20,1.5434905967575554,2
29,21,2.3601807438208593,2
29,22,2.0446639105220785,2
29,23,0.9294859563436106,2
29,24,1.1264219240916977,2
29,25,3.1498851445631573,2
29,26,1.8693534232513918,2
29,27,3.597445886386459,2
29,28,3.810650351430259,2
29,29,2.5379729676980514,2
30,5,0.6069293510759867,0
30,6,0.3203234598842139,0
30,7,0.7949083966766749,0
30,8,6.553607289588192,0
30,9,14.827825911614442,0
30,10,11.899193344381176,0
30,11,10.46676531059,0
30,12,11.073481997725098,0
30,13,11.361857061922908,0
30,14,6.969089431542596,0
30,15,8.379521842442783,0
30,16,1.183807398839959,0
30,17,1.83991945116038,0
30,18,1.3333313509687155,0
30,19,1.1424413503255202,0
30,20,0.866305891545542,0
30,21,0.9685177447820964,0
30,22,0.7500082930324906,0
30,23,1.6591187262004305,0
30,24,2.37620227070875,0
30,25,1.7187407949488072,0
30,26,0.6713831230268777,0
30,27,2.432321124431453e-31,0
30,28,2.432321124431453e-31,0
30,29,2.432321124431453e-31,0
31,5,8.112742035893314,1
31,6,15.221239767479467,1
31,7,19.56371944809158,1
31,8,24.474998921162317,1
31,9,23.78574038700197,1
31,10,10.820136076467177,1
31,11,20.96935090306049,1
31,12,30.355234020100866,1
31,13,23.21799637086463,1
31,14,24.804299456988353,1
31,15,17.457004063084295,1
31,16,10.880039572416468,1
31,17,4.720757903762036,1
31,18,0.7740935465916616,1
31,19,0.41610843112412266,1
31,20,0.18552458275158934,1
31,21,0.17224757127723891,1
31,22,0.6345824423300805,1
31,23,0.6246268865225229,1
31,24,0.667942959177293,1
31,25,0.6282898039300807,1
31,26,0.9480899276422774,1
31,27,2.2196862035418095,1
31,28,1.1404433628561057,1
31,29,0.8935610315282102,1
32,5,1.6249409387565938,0
32,6,4.4379893136033095,0
32,7,5.152454014903838,0
32,8,3.3301785486726843,0
32,9,3.1933265616774644,0
32,10,6.046020185562685,0
32,11,3.121256786942278,0
32,12,5.135422292683643,0
32,13,10.42597454256096,0
32,14,15.356874895963346,0
32,15,16.485966800660982,0
32,16,14.058864429674902,0
32,17,13.27897426517197,0
32,18,13.974163860301124,0
32,19,9.122238516649567,0
32,20,7.619781958896529,0
32,21,8.845076629017196,0
32,22,5.63877817945261,0
32,23,6.265581658149986,0
32,24,4.258502960019188,0
32,25,3.541937534092178,0
32,26,2.4718806415848067,0
32,27,0.8284008083214813,0
32,28,0.7656981666534315,0
32,29,0.8132353063289082,0
33,5,0.06580430670576216,3
33,6,0.16975209589935988,3
33,7,0.5854635300065183,3
33,8,0.7078244728803073,3
33,9,1.0380666666772602,3
33,10,1.34761804191969,3
33,11,2.6960291585313296,3
33,12,12.445814486473262,3
33,13,6.191417143025423,3
33,14,11.70907322315397,3
33,15,9.681581230357127,3
33,16,6.841668013548037,3
33,17,7.59783605961792,3
33,18,6.395505956796891,3
33,19,13.529210474313485,3
33,20,20.997526211567948,3
33,21,5.438526626987906,3
33,22,5.788603967852017,3
33,23,8.176727802862352,3
33,24,5.828742700723885,3
33,25,2.450993027656632,3
33,26,0.43453980051094765,3
33,27,0.37555880366504796,3
33,28,0.10283673207523378,3
33,29,0.045234157148237045,3
34,5,24.82288096726219,1
34,6,28.130870657196173,1
34,7,31.31216612184618,1
34,8,15.285490753417045,1
34,9,13.828876771172897,1
34,10,12.459817118580187,1
34,11,13.250100743154308,1
34,12,20.29131151796152,1
34,13,28.317117462073707,1
34,14,21.33444712010595,1
34,15,16.563305557736545,1
34,16,15.11305992894535,1
34,17,14.500279775446646,1
34,18,10.823411133473407,1
34,19,10.947430086452123,1
34,20,7.200535795471298,1
34,21,5.242458186076569,1
34,22,3.9934207292462056,1
34,23,2.9613457873600533,1
34,24,3.1329573682369722,1
34,25,1.2513823391979604,1
34,26,1.210314182491668,1
34,27,1.0747291514928354,1
34,28,0.5756552192515063,1
34,29,0.2565283673014117,1
35,5,10.483031735708861,2
35,6,11.629837627629254,2
35,7,9.89779430884859,2
35,8,9.038568882468786,2
35,9,8.359196829259398,2
35,10,4.74904531506678,2
35,11,1.589446958690978,2
35,12,0.881900350974789,2
35,13,0.509973592410441,2
35,14,0.6362741915512491,2
35,15,0.7540717666394436,2
35,16,0.5255515778636248,2
35,17,0.7306043341755024,2
35,18,2.4144048350450134,2
35,19,1.4983300660502659,2
35,20,1.5846571977670203,2
35,21,1.452238318199856,2
35,22,1.7632665366607616,2
35,23,2.1447219794179935,2
35,24,0.876042612637542,2
35,25,0.4139977192438431,2
35,26,1.3408987175001477,2
35,27,1.2086634440202144,2
35,28,1.2652254498354167,2
35,29,1.1802300595510735,2
36,5,0.376825621577954,1
36,6,0.5554088766697004,1
36,7,0.5869785915303151,1
36,8,0.5693449261182136,1
36,9,0.8290450630326388,1
36,10,1.7043710284659277,1
36,11,5.68319185127098,1
36,12,13.983215509183657,1
36,13,16.41726543175674,1
36,14,18.645939287592622,1
36,15,27.972325561925068,1
36,16,22.69203090093254,1
36,17,17.016441557964647,1
36,18,15.143460961987667,1
36,19,13.620831539140834,1
36,20,4.919934306835958,1
36,21,0.9000417437756093,1
36,22,0.677778267467535,1
36,23,0.3857266406682925,1
36,24,0.2191181093667893,1
36,25,0.08716130542162627,1
36,26,0.08342978536389628,1
36,27,0.1352375856026612,1
36,28,0.012046666244530052,1
36,29,0.004705729001769548,1
37,5,7.4260339890246225,0
37,6,10.152837457638835,0
37,7,10.065627433939207,0
37,8,12.504357963871099,0
37,9,9.543655744642031,0
37,10,2.209317837087705,0
37,11,6.273360220433664,0
37,12,6.930379880322244,0
37,13,9.026430592469762,0
37,14,5.683474879560723,0
37,15,5.1815456199038135,0
37,16,3.865098550760435,0
37,17,8.645013015018113,0
37,18,16.045492471791228,0
37,19,11.46484587292792,0
37,20,4.863946984792136,0
37,21,2.070378054370466,0
37,22,2.074414983439694,0
37,23,0.9993851714914143,0
37,24,0.599011959878548,0
37,25,0.37034238404747605,0
37,26,0.4587896140848653,0
37,27,0.5908495168859567,0
37,28,0.7116150865676247,0
37,29,0.5591405322350341,0
38,5,1.0360019153351008,3
38,6,1.8486759223656573,3
38,7,1.422715551301832,3
38,8,0.8089629970447334,3
38,9,1.8074251449360783,3
38,10,9.885482374630042,3
38,11,5.28621692177027,3
38,12,13.804964330928982,3
38,13,21.110423829478545,3
38,14,18.981732833080898,3
38,15,29.164774330399325,3
38,16,26.7252604847956,3
38,17,23.82930184963762,3
38,18,11.56692190873968,3
38,19,7.873637999254764,3
38,20,8.221442277046544,3
38,21,4.877287281730025,3
38,22,2.03491952054682,3
