cycle,time,SD,class
4,29,4.61784595744024,18
4,30,241.82659351433165,18
4,31,424.7550863391683,18
4,32,553.3633943241218,18
4,33,630.1696283889277,18
4,34,656.3213440730343,18
4,35,630.4312438307211,18
4,36,551.982790818,18
4,37,422.1524856094117,18
4,38,247.46507150797385,18
4,39,4.197586238039405,18
4,40,219.22630056986904,18
4,41,420.29782734057005,18
4,42,552.2453185825871,18
4,43,638.1871770984561,18
4,44,668.4920173610207,18
4,45,643.6372226274314,18
4,46,566.224417725737,18
4,47,426.4259925211763,18
4,48,236.7757214960126,18
4,49,2.622097831528763,18
4,50,54.01622198878821,18
4,51,102.90175453389692,18
4,52,137.69042010939268,18
4,53,159.886721314873,18
4,54,165.24990487964752,18
4,55,158.23844701530663,18
4,56,137.18659887633348,18
4,57,104.20601969597547,18
4,58,55.542181308451326,18
4,59,0.6957814924870962,18
5,9,3746.8112120984306,18
5,10,2465.9479842027367,18
5,11,6313.39483290759,18
5,12,9061.103262957447,18
5,13,10919.068894841168,18
5,14,11726.011828023858,18
5,15,11504.277542448963,18
5,16,10290.920387681332,18
5,17,7982.6730638676645,18
5,18,4711.349581662375,18
5,19,358.69665520478543,18
5,20,230.4524283698705,18
5,21,411.0304728341887,18
5,22,553.5345673154685,18
5,23,626.0711529186883,18
5,24,654.1223514359046,18
5,25,631.7767511121164,18
5,26,553.3465551026892,18
5,27,443.55512074593946,18
5,28,246.61501063401087,18
5,29,4.799718842919052,18
5,30,222.7810446461716,18
5,31,404.6252831212279,18
5,32,539.0626345123729,18
5,33,617.9295599050853,18
5,34,649.122935420813,18
5,35,617.6852759570185,18
5,36,543.6024971979539,18
5,37,410.3723417190608,18
5,38,231.52319866940434,18
5,39,4.113672715269196,18
5,40,218.73439530758392,18
5,41,407.22854182739843,18
5,42,548.3026103433444,18
5,43,630.2026390034814,18
5,44,657.8249530705582,18
5,45,645.216618582571,18
5,46,571.8120312654062,18
5,47,438.9899938169777,18
5,48,250.4913642169157,18
5,49,2.47162138313849,18
5,50,56.992323643346296,18
5,51,104.27375311552639,18
5,52,141.10058148649676,18
5,53,158.05372662024607,18
5,54,166.76666146879433,18
5,55,162.2595317236817,18
5,56,142.5134010522968,18
5,57,109.68949851647263,18
5,58,59.91943270831229,18
5,59,0.8593740797808749,18
6,9,3695.385096779295,18
6,10,2437.2780290853625,18
6,11,6259.572715673953,18
6,12,9134.331568976237,18
6,13,10991.604142992172,18
6,14,11880.458068998456,18
6,15,11663.721782537712,18
6,16,10464.983787767282,18
6,17,8177.3235023907055,18
6,18,4876.477267834195,18
6,19,396.48400890887484,18
6,20,240.6377289571197,18
6,21,420.12461780360474,18
6,22,556.8254288961931,18
6,23,642.1840978879831,18
6,24,667.1473121724357,18
6,25,651.2839664640777,18
6,26,570.2142712348058,18
6,27,441.03433524682794,18
6,28,244.19475243090196,18
6,29,4.584187928567392,18
6,30,245.3420167096169,18
6,31,437.110232583868,18
6,32,563.4344453404592,18
6,33,652.46169831707,18
6,34,687.6276861765223,18
6,35,660.1972201162597,18
6,36,583.4435436839165,18
6,37,442.8118895164149,18
6,38,247.25994726439026,18
6,39,4.351300396163364,18
6,40,231.2275868950473,18
6,41,417.4987170774253,18
6,42,567.5792964082315,18
6,43,652.3440845890715,18
6,44,682.3597419715263,18
6,45,663.1390453135847,18
6,46,576.902405757848,18
6,47,439.2291618678045,18
6,48,240.97149081432565,18
6,49,2.2389009894996614,18
6,50,55.34829927736963,18
6,51,106.48015550737463,18
6,52,143.8125924765504,18
6,53,165.99862904420428,18
6,54,175.29922795550527,18
6,55,168.39062911161503,18
6,56,148.11129037357162,18
6,57,112.31675449105457,18
6,58,60.46934416877778,18
6,59,1.1638138880146125,18
7,9,3767.4066843012038,18
7,10,2389.9941938465486,18
7,11,6267.026278566472,18
7,12,9122.519735437201,18
7,13,11049.186386212232,18
7,14,11907.436636365908,18
7,15,11721.416107497,18
7,16,10469.889726422525,18
7,17,8154.424865724887,18
7,18,4832.280294394636,18
7,19,411.84399613790515,18
7,20,231.89212635120782,18
7,21,415.9315198225999,18
7,22,554.1253971680599,18
7,23,628.296093310749,18
7,24,651.0663759468745,18
7,25,621.7002744720577,18
7,26,547.4790669919345,18
7,27,414.6860599890184,18
7,28,236.47229006347524,18
7,29,3.863135229773507,18
7,30,230.2503351443729,18
7,31,428.6005497747525,18
7,32,567.5266566929948,18
7,33,650.3935205630029,18
7,34,685.3571084461354,18
7,35,656.5429351023428,18
7,36,577.9388682967777,18
7,37,441.5622745335203,18
7,38,248.50267651115578,18
7,39,4.095741164600008,18
7,40,229.0711997428055,18
7,41,431.78545108798795,18
7,42,574.2492680533504,18
7,43,657.4037080001865,18
7,44,680.1421301563239,18
7,45,654.4524244523003,18
7,46,576.8605795049807,18
7,47,437.37047735082587,18
7,48,251.01091258997076,18
7,49,2.292808787939243,18
7,50,53.78842823781785,18
7,51,97.09461570717018,18
7,52,130.51344087335164,18
7,53,151.75762983323003,18
7,54,157.51812893678118,18
7,55,149.94969923328918,18
7,56,131.65951983771598,18
7,57,99.35510940993741,18
7,58,57.216263437005445,18
7,59,0.8341799252539438,18
8,9,3773.85947851407,18
8,10,2291.8657209118896,18
8,11,6220.491024348428,18
8,12,9209.819607775184,18
8,13,11130.848161025593,18
8,14,12047.54125243469,18
8,15,11906.20767362927,18
8,16,10674.910835325094,18
8,17,8367.106970348892,18
8,18,4954.214857297168,18
8,19,476.83396161853994,18
8,20,237.80703921458843,18
8,21,415.95345522659096,18
8,22,548.1443957034901,18
8,23,629.3390540204244,18
8,24,659.0796557022297,18
8,25,632.4100878457666,18
8,26,552.5598136695927,18
8,27,418.773780721307,18
8,28,239.5761163993533,18
8,29,4.112253527542032,18
8,30,236.2765347677087,18
8,31,425.99370024918863,18
8,32,563.2358855066753,18
8,33,649.4081718152257,18
8,34,678.5273592574763,18
8,35,656.9579854915702,18
8,36,580.4973876153246,18
8,37,443.2942521531306,18
8,38,255.5615480126367,18
8,39,4.022879834637626,18
8,40,222.24997918125888,18
8,41,415.1027339260358,18
8,42,555.0104462149866,18
8,43,634.2336655626879,18
8,44,663.4260459665425,18
8,45,639.4472792896902,18
8,46,560.0160274314617,18
8,47,426.0629605372927,18
8,48,243.5484964797398,18
8,49,2.2409793251218373,18
8,50,56.76436539724065,18
8,51,104.27318614609598,18
8,52,136.39037117396362,18
8,53,160.77071136223142,18
8,54,164.26505902199412,18
8,55,157.9928132555436,18
8,56,138.34429635410814,18
8,57,105.26150357380581,18
8,58,60.30960569861138,18
8,59,0.9337850376962205,18
9,9,3772.1234386030865,18
9,10,2481.3338369995936,18
9,11,6383.483850572322,18
9,12,9315.391005142003,18
9,13,11245.716504216942,18
9,14,12078.830033734286,18
9,15,11878.997649275767,18
9,16,10649.584277937469,18
9,17,8334.806662074996,18
9,18,4921.090373569343,18
9,19,389.7430340262821,18
9,20,238.77389619255956,18
9,21,412.37971223382556,18
9,22,543.5085607337579,18
9,23,626.0475149309578,18
9,24,656.579644538575,18
9,25,634.1409897570558,18
9,26,559.681089949498,18
9,27,428.64934547264505,18
9,28,244.55915814370243,18
9,29,4.296872846086092,18
9,30,237.07055097588952,18
9,31,419.8287888299406,18
9,32,561.699659749558,18
9,33,640.6301520900856,18
9,34,667.7457968137617,18
9,35,637.6230909030676,18
9,36,565.4059534154557,18
9,37,433.80709342141705,18
9,38,244.70080427417525,18
9,39,4.185183168981399,18
9,40,216.1636065533225,18
9,41,408.60435486636203,18
9,42,533.6931914718774,18
9,43,619.5401038938118,18
9,44,641.4212645832193,18
9,45,617.9729864237629,18
9,46,536.3717676294516,18
9,47,411.6490060833374,18
9,48,225.35067044599933,18
9,49,2.4387619731408896,18
9,50,53.173699936694206,18
9,51,101.44655882749903,18
9,52,134.75556731441426,18
9,53,152.3143531266332,18
9,54,157.1145099082727,18
9,55,149.35488351045132,18
9,56,128.5953182955873,18
9,57,100.21146924334543,18
9,58,53.07202297079519,18
9,59,0.7057958480641621,18
10,9,3772.4724714502577,18
10,10,2481.4872574412916,18
10,11,6382.522498655203,18
10,12,9355.75769429456,18
10,13,11254.96371349735,18
10,14,12145.968840657553,18
10,15,11947.397416513144,18
10,16,10690.330380623436,18
10,17,8353.5020872888,18
10,18,4894.498314315075,18
10,19,395.55975294035585,18
10,20,236.76711892004226,18
10,21,420.2895312142894,18
10,22,551.9350010442009,18
10,23,635.4071029944207,18
10,24,656.3700057164227,18
10,25,629.1942386592234,18
10,26,548.7659775812801,18
10,27,421.6803595629484,18
10,28,240.83938497213222,18
10,29,4.104427716497281,18
10,30,232.3273108204999,18
10,31,418.98484556467497,18
10,32,543.2360528328941,18
10,33,621.5839005052545,18
10,34,647.8617098466061,18
10,35,613.453886162315,18
10,36,535.903222535441,18
10,37,411.0553876572333,18
10,38,227.96806631796483,18
10,39,3.859988634105245,18
10,40,220.44114237229448,18
10,41,398.2902349654388,18
10,42,532.7735955011445,18
10,43,610.4867318529347,18
10,44,637.960303404303,18
10,45,616.7761989532313,18
10,46,541.3652388943581,18
10,47,408.32347708529403,18
10,48,230.91395350466553,18
10,49,1.9346584065479902,18
10,50,47.49571737550409,18
10,51,89.59598260992007,18
10,52,122.64529632332211,18
10,53,141.32792448345737,18
10,54,149.03301911955313,18
10,55,140.51908022326063,18
10,56,127.4470231637169,18
10,57,94.23540046725608,18
10,58,53.496697473018074,18
10,59,1.115990609355694,18
11,9,3747.0688954167777,18
11,10,2484.2771602719226,18
11,11,6407.15478409215,18
11,12,9397.025717905371,18
11,13,11291.57228132349,18
11,14,12167.88804560104,18
11,15,11938.215506948456,18
11,16,10665.475148311863,18
11,17,8325.568470587245,18
11,18,4936.841952111547,18
11,19,405.1907511479816,18
11,20,230.73950369732376,18
11,21,403.2475461099927,18
11,22,536.7303642138503,18
11,23,622.4651407188098,18
11,24,649.0267831704956,18
11,25,631.9214165343128,18
11,26,559.2515847018062,18
11,27,429.31831561023887,18
11,28,238.40771689385056,18
11,29,4.452929362031481,18
11,30,217.4149453930054,18
11,31,396.23017637255447,18
11,32,531.3218770370257,18
11,33,607.134377660305,18
11,34,630.2430728461142,18
11,35,609.3110056979899,18
11,36,535.6874273293373,18
11,37,414.350283760548,18
11,38,230.8015360028249,18
11,39,4.222528485662898,18
11,40,225.07441163051772,18
11,41,402.1338558329354,18
11,42,531.5001151080477,18
11,43,616.8869536746377,18
11,44,649.5416785164115,18
11,45,623.5330329678255,18
11,46,550.1229956095344,18
11,47,419.5581539324414,18
11,48,239.1426120944381,18
11,49,1.9718916032039204,18
11,50,47.10232593767708,18
11,51,91.52852798107725,18
11,52,121.89934931670469,18
11,53,141.65282934336474,18
11,54,148.21709513990984,18
11,55,143.71785934167036,18
11,56,128.3112908156718,18
11,57,97.34075329841835,18
11,58,56.211051166199084,18
11,59,0.8887066425409275,18
12,9,3713.473363381922,18
12,10,2534.999129496277,18
12,11,6446.593187366043,18
12,12,9376.111304348047,18
12,13,11251.083410816904,18
12,14,12057.968020420738,18
12,15,11850.191869807324,18
12,16,10567.129766918331,18
12,17,8231.29520134218,18
12,18,4846.3329434102225,18
12,19,361.3483054388608,18
12,20,221.852594380592,18
12,21,403.6433608558486,18
12,22,530.0024776871736,18
12,23,611.5796993198459,18
12,24,635.6380077658937,18
12,25,619.6225476263595,18
12,26,542.0577236618421,18
12,27,410.37843836353665,18
12,28,237.18281994295006,18
12,29,4.216715110769644,18
12,30,229.21143974621398,18
12,31,408.4291206385044,18
12,32,530.1978238727438,18
12,33,608.1735124003334,18
12,34,635.5281889656418,18
12,35,618.3489102846154,18
12,36,539.5003129231809,18
12,37,414.5831308230339,18
12,38,233.2320677265044,18
12,39,4.0179674226862305,18
12,40,219.5276565981826,18
12,41,409.2618027969187,18
12,42,543.3457339967646,18
12,43,624.1989169067632,18
12,44,649.1492435543641,18
12,45,628.8393138376954,18
12,46,549.4054488486947,18
12,47,417.4174988093557,18
12,48,234.80303021488973,18
12,49,2.233678932215539,18
12,50,48.107908510218536,18
12,51,89.05861729482703,18
12,52,117.92040034514068,18
12,53,136.8626234291368,18
12,54,144.88532299845562,18
12,55,142.9590864522042,18
12,56,124.30417560582087,18
12,57,93.73436589751843,18
12,58,51.46318027474617,18
12,59,0.6918901392727633,18
13,9,3708.163778469618,18
13,10,2372.8790600043603,18
13,11,6292.660400170439,18
13,12,9241.434896397432,18
13,13,11137.254548344732,18
13,14,11964.081090462189,18
13,15,11780.403980176468,18
13,16,10553.094716318954,18
13,17,8236.912234841297,18
13,18,4921.143023059097,18
13,19,429.68661264787784,18
13,20,209.38679088016664,18
13,21,386.70065761780535,18
13,22,514.9696864576994,18
13,23,589.536590653399,18
13,24,623.079217118983,18
13,25,603.5940944032257,18
13,26,523.8676731322635,18
13,27,399.83075232080614,18
13,28,224.27693365020738,18
13,29,4.39848060265864,18
13,30,229.27889156239019,18
13,31,420.5325311991349,18
13,32,553.4575386160257,18
13,33,627.631968077405,18
13,34,659.9773094884438,18
13,35,634.9760245833929,18
13,36,559.0832552898988,18
13,37,431.75633725551063,18
13,38,233.36480107502913,18
13,39,4.214493837654796,18
13,40,199.2251976276695,18
13,41,365.7588066165323,18
13,42,500.216313402561,18
13,43,581.4574494487218,18
13,44,609.83190151435,18
13,45,594.6849929148452,18
13,46,519.3682214480833,18
13,47,396.194009340919,18
13,48,226.65174679918866,18
13,49,3.3075604637860825,18
13,50,51.707759873801116,18
13,51,92.86751753880338,18
13,52,125.82059027516947,18
13,53,144.77516625617378,18
13,54,148.64467936372887,18
13,55,143.45724855816553,18
13,56,123.73921189732285,18
13,57,93.25589211635491,18
13,58,48.02894751689684,18
13,59,0.6867785880553346,18
14,9,3740.914013989863,18
14,10,2206.29675538976,18
14,11,6152.605480108372,18
14,12,9154.528584047608,18
14,13,11162.800987511633,18
14,14,12067.367045900584,18
14,15,11955.506020448694,18
14,16,10740.632649325174,18
14,17,8398.903750222267,18
14,18,5042.201669408503,18
14,19,544.6247889115649,18
14,20,221.57026942653016,18
14,21,404.08418968640285,18
14,22,538.6126058124493,18
14,23,621.5619923924423,18
14,24,655.6013066756934,18
14,25,624.2995881549164,18
14,26,542.7975995992515,18
14,27,420.6185377615429,18
14,28,239.50597608713537,18
14,29,4.136271155076024,18
14,30,214.12886879589934,18
14,31,392.67195460713805,18
14,32,525.802557588417,18
14,33,610.3194784931467,18
14,34,637.5982871571188,18
14,35,610.0620328535643,18
14,36,535.0832963014175,18
14,37,413.8837431849856,18
14,38,234.10922043216593,18
14,39,4.258084561720845,18
14,40,221.10870124584594,18
14,41,400.31013265785185,18
14,42,532.1252172649345,18
14,43,606.5622053298235,18
14,44,629.5638130179834,18
14,45,609.1924164956224,18
14,46,532.1024699717602,18
14,47,413.03011932101055,18
14,48,232.735417791284,18
14,49,1.8650715341322894,18
14,50,50.35207369648854,18
14,51,92.59965955468573,18
14,52,123.95365600400694,18
14,53,142.62096881089852,18
14,54,146.46215954755104,18
14,55,142.4003170929672,18
14,56,123.15017947282469,18
14,57,94.33461330925202,18
14,58,54.363066000543704,18
14,59,0.5841345654909579,18
15,9,3740.1512765853045,18
15,10,2265.4198917187587,18
15,11,6209.930777980996,18
15,12,9206.104494259225,18
15,13,11084.24089302832,18
15,14,11989.568431395015,18
15,15,11862.855328278694,18
15,16,10652.61753447483,18
15,17,8371.81540596322,18
15,18,5014.59877403527,18
15,19,503.86115199329845,18
15,20,230.27301650835366,18
15,21,407.2655414411631,18
15,22,531.1242135963098,18
15,23,624.1954386467976,18
15,24,653.0142473060093,18
15,25,632.9531999242761,18
15,26,560.1804525315099,18
15,27,418.11708260912945,18
15,28,238.36291795211972,18
15,29,4.125493455503792,18
15,30,217.04343529531616,18
15,31,402.6225552804568,18
15,32,528.3672613372885,18
15,33,610.5208479783317,18
15,34,633.7174037428983,18
15,35,613.3996491846282,18
15,36,541.608055027107,18
15,37,414.82452415091416,18
15,38,234.40472856588264,18
15,39,4.385940220643691,18
15,40,208.85703969347426,18
15,41,394.32420533178174,18
15,42,514.3875859638603,18
15,43,592.2401557762204,18
15,44,621.9615882189566,18
15,45,603.9387339962886,18
15,46,525.0845416953827,18
15,47,407.9300819094675,18
15,48,231.94688530203305,18
15,49,2.6168020472635285,18
15,50,47.25663457379821,18
15,51,89.82904670367795,18
15,52,118.33933206206545,18
15,53,135.87825315219803,18
15,54,140.18355846278544,18
15,55,138.08488886819703,18
15,56,118.22258706068821,18
15,57,88.22993405508329,18
15,58,52.36400296991164,18
15,59,0.7086337305484738,18
16,9,3781.536735686916,18
16,10,2401.2921832253796,18
16,11,6316.81255530493,18
16,12,9339.076629199537,18
16,13,11283.207410767465,18
16,14,12149.787735979076,18
16,15,11903.84177629183,18
16,16,10680.484039891473,18
16,17,8320.59661604803,18
16,18,4913.014914711368,18
16,19,442.6491650770188,18
16,20,221.16989861545142,18
16,21,408.815830414475,18
16,22,528.2838315425411,18
16,23,608.6301571440764,18
16,24,641.4756677623809,18
16,25,631.7466357927614,18
16,26,554.1401477176382,18
16,27,426.4634365427772,18
16,28,236.54874894178914,18
16,29,4.4595851884734214,18
16,30,223.97408203828888,18
16,31,406.237796013467,18
16,32,534.2967320536596,18
16,33,614.9414571518757,18
16,34,647.5465711939081,18
16,35,627.602130618767,18
16,36,551.3849771142782,18
16,37,417.86602585437083,18
16,38,228.78310977334465,18
16,39,4.217644035403489,18
16,40,215.1695233915878,18
16,41,395.07092485314547,18
16,42,519.7396240657104,18
16,43,587.8933845224567,18
16,44,607.1872450826206,18
16,45,574.2384042009604,18
16,46,504.2538870945554,18
16,47,384.62082791160645,18
16,48,220.47907782540423,18
16,49,2.450578827792464,18
16,50,49.67267126509303,18
16,51,92.07714911405465,18
16,52,128.02641517061207,18
16,53,146.37111842446038,18
16,54,151.6415371998169,18
16,55,143.419135208224,18
16,56,118.50765821238002,18
16,57,90.03785219230537,18
16,58,49.87885895120779,18
16,59,0.7382656396112213,18
17,9,3793.733546093273,18
17,10,2349.9142510206902,18
17,11,6283.4265008437405,18
17,12,9263.907556906524,18
17,13,11211.669555152159,18
17,14,12090.82697793804,18
17,15,11905.12099364539,18
17,16,10635.93554695005,18
17,17,8298.10510022244,18
17,18,4918.192251078722,18
17,19,456.93491875063046,18
17,20,211.37724357756355,18
17,21,397.85638244161896,18
17,22,508.4588184156915,18
17,23,580.2984839549174,18
17,24,609.4494724235291,18
17,25,592.3520623449891,18
17,26,517.8931765833961,18
17,27,396.40458378670223,18
17,28,224.89102850476277,18
17,29,4.9030564444903035,18
17,30,218.2893140765263,18
17,31,395.4177723651342,18
17,32,514.3460274385185,18
17,33,588.3380145093947,18
17,34,613.0925148180718,18
17,35,599.794852525883,18
17,36,519.2758725537116,18
17,37,397.3705897110195,18
17,38,227.4705072286627,18
17,39,4.203547070790353,18
17,40,214.66431302486157,18
17,41,399.9792350914933,18
17,42,534.9326089381292,18
17,43,605.9230982559641,18
17,44,636.7854651290689,18
17,45,614.8660446199733,18
17,46,548.9823893980868,18
17,47,421.2566455660815,18
17,48,237.82264827136086,18
17,49,2.5792542384531654,18
17,50,50.57895838547727,18
17,51,101.2924499527598,18
17,52,131.05089988938346,18
17,53,147.29995897581165,18
17,54,152.98711941438424,18
17,55,146.9607921270519,18
17,56,132.22888932249018,18
17,57,98.71695699616465,18
17,58,55.494440568888464,18
17,59,0.924623559343621,18
18,9,3787.773745938326,18
18,10,2223.0631669525687,18
18,11,6171.930339006291,18
18,12,9248.927870139518,18
18,13,11270.175479848636,18
18,14,12196.65497806775,18
18,15,12035.581662091632,18
18,16,10775.603846262151,18
18,17,8448.09939142906,18
18,18,5085.636561491754,18
18,19,553.300272388365,18
18,20,243.41209101370745,18
18,21,432.1144022957406,18
18,22,567.1841716632101,18
18,23,639.5591964869134,18
18,24,667.9733356558606,18
18,25,645.4827032116141,18
18,26,560.965422323829,18
18,27,431.5378850446477,18
18,28,245.22024164159686,18
18,29,4.428092350624096,18
18,30,217.55609456779504,18
18,31,398.8297085665201,18
18,32,525.4311284331482,18
18,33,606.3967968367407,18
18,34,632.51858169793,18
18,35,616.2261836611807,18
18,36,546.241397601299,18
18,37,420.8112157213676,18
18,38,237.69963693989186,18
18,39,4.284761319961699,18
18,40,210.6180009275677,18
18,41,386.6123079562719,18
18,42,514.688719843382,18
18,43,588.3495370690417,18
18,44,621.5689578031197,18
18,45,597.3089396487002,18
18,46,523.6719794976873,18
18,47,399.50752905088973,18
18,48,222.22180270528509,18
18,49,2.566538775548822,18
18,50,47.468122427997216,18
18,51,89.04271784598762,18
18,52,118.17670086240881,18
18,53,131.27469870472893,18
18,54,138.15396364676948,18
18,55,129.74809759203788,18
18,56,111.7712996118256,18
18,57,85.69744601116604,18
18,58,45.68698846336776,18
18,59,0.6732949976240448,18
19,9,3789.1173556533026,18
19,10,2337.020955196497,18
19,11,6355.952538845725,18
19,12,9397.046213841431,18
19,13,11304.895549020326,18
19,14,12216.675446110812,18
19,15,12041.51823657435,18
19,16,10771.083944114791,18
19,17,8407.788873453997,18
19,18,5015.90922514058,18
19,19,495.9520989928418,18
19,20,239.41501531425803,18
19,21,418.0299777154036,18
19,22,557.1680129198577,18
19,23,649.6701423771029,18
19,24,674.598996164614,18
19,25,647.53706510781,18
19,26,565.6579279089344,18
19,27,429.63791729646704,18
19,28,237.10685145188657,18
19,29,4.806671697295157,18
19,30,212.08024395926256,18
19,31,383.35499361025154,18
19,32,514.1888063761025,18
19,33,594.1770094374876,18
19,34,617.1298617848792,18
19,35,598.8036755981851,18
19,36,528.132052420598,18
