cycle,time,MAD,class
5,55,140.19114949551673,18
5,56,107.66777104567652,18
5,57,63.08254634679663,18
5,58,19.406354897173397,18
5,59,0.36580109911665454,18
6,9,1198.996136308786,18
6,10,817.5121825563605,18
6,11,3507.919595969866,18
6,12,6714.8870521949875,18
6,13,9242.43281953204,18
6,14,10398.693738193142,18
6,15,9780.507317799236,18
6,16,7639.315545820477,18
6,17,4834.260216066013,18
6,18,2019.9328588915066,18
6,19,126.83760965959642,18
6,20,76.90085033556005,18
6,21,240.47490927941013,18
6,22,419.65478281140025,18
6,23,554.322745343917,18
6,24,599.9511582722369,18
6,25,562.7202131772266,18
6,26,430.8611240496934,18
6,27,253.7856692759333,18
6,28,79.44534454530329,18
6,29,2.6572187817466797,18
6,30,79.70140676077014,18
6,31,251.7070605901837,18
6,32,425.99804025205077,18
6,33,564.0650628991975,18
6,34,619.2264782043441,18
6,35,570.6421750061342,18
6,36,440.9996364371074,18
6,37,254.81433569202352,18
6,38,80.28667442522689,18
6,39,1.0701582025299963,18
6,40,74.82906908137348,18
6,41,240.20832197876007,18
6,42,429.17808550917005,18
6,43,563.9375381590096,18
6,44,614.4865850798934,18
6,45,573.2210933756497,18
6,46,436.1564850077302,18
6,47,252.80074360543682,18
6,48,78.13073223102678,18
6,49,1.146613945783313,18
6,50,17.889855673756607,18
6,51,61.10816549050337,18
6,52,108.45788096607666,18
6,53,143.16086210996,18
6,54,157.51422721599647,18
6,55,145.21415487778285,18
6,56,111.58262873375962,18
6,57,64.2952553583865,18
6,58,19.458728524983318,18
6,59,0.4385480991433482,18
7,9,1218.9242369574101,18
7,10,816.3371219194902,18
7,11,3500.465492515066,18
7,12,6693.4073664958105,18
7,13,9269.16715519634,18
7,14,10399.627608070705,18
7,15,9805.20501011095,18
7,16,7624.683863105112,18
7,17,4859.034403780035,18
7,18,2023.8696882433987,18
7,19,132.70851119945326,18
7,20,74.8686353741733,18
7,21,239.07539887482653,18
7,22,419.2143076701728,18
7,23,543.396456392746,18
7,24,586.5584042774256,18
7,25,537.6394516751959,18
7,26,414.1184268047856,18
7,27,238.90339160591637,18
7,28,77.10047869052975,18
7,29,2.1980040206633293,18
7,30,74.8153791798401,18
7,31,246.8194990693203,18
7,32,429.25459831316005,18
7,33,562.488487406827,18
7,34,617.2861775258633,18
7,35,567.5981058195698,18
7,36,437.02834842756965,18
7,37,254.19409922430626,18
7,38,80.67620275039653,18
7,39,0.9580026843433297,18
7,40,74.24620942159676,18
7,41,248.46632452855695,18
7,42,434.1646542037036,18
7,43,568.3424693130105,18
7,44,612.6597425248506,18
7,45,565.8488798520771,18
7,46,436.16196489823716,18
7,47,251.720720271734,18
7,48,81.31437583248022,18
7,49,1.1662474550633168,18
7,50,17.39436809246668,18
7,51,55.85869963535996,18
7,52,98.64092173802331,18
7,53,131.09531772818337,18
7,54,141.7693598926798,18
7,55,129.54645753135986,18
7,56,99.4608196133834,18
7,57,57.03716955090344,18
7,58,18.474889001383406,18
7,59,0.3481364163699841,18
8,9,1220.801547420477,18
8,10,782.8397491724675,18
8,11,3455.8395109798903,18
8,12,6718.3567487652845,18
8,13,9296.093090708375,18
8,14,10478.108044831839,18
8,15,9916.180289767042,18
8,16,7734.106493525657,18
8,17,5056.814982890347,18
8,18,2121.779834351489,18
8,19,153.87521725939962,18
8,20,76.86132287337338,18
8,21,239.35263816599692,18
8,22,414.33698538206676,18
8,23,544.1909631035436,18
8,24,593.7230015114368,18
8,25,546.8138876987699,18
8,26,417.8748580090371,18
8,27,241.19941321205047,18
8,28,78.10380202570347,18
8,29,2.346539460823313,18
8,30,76.75276501842343,18
8,31,245.3246887469867,18
8,32,425.9966589380132,18
8,33,561.5420904973872,18
8,34,611.3332447698006,18
8,35,568.1361880517205,18
8,36,439.0482475871869,18
8,37,255.23689618494694,18
8,38,83.03735230391672,18
8,39,0.9274937478266615,18
8,40,72.10708698223672,18
8,41,239.05857395124985,18
8,42,419.82823276275946,18
8,43,548.4987341425597,18
8,44,597.7382266883965,18
8,45,552.9861193820669,18
8,46,423.53669389141345,18
8,47,245.28505773150678,18
8,48,78.99606379957322,18
8,49,1.120370094503321,18
8,50,18.412442566386673,18
8,51,60.026690692369826,18
8,52,103.1466481800396,18
8,53,138.82237005822634,18
8,54,147.78942036901293,18
8,55,136.42450771692984,18
8,56,104.44944590661332,18
8,57,60.47215563325009,18
8,58,19.43041710633334,18
8,59,0.37066854439665853,18
9,9,1221.227615567986,18
9,10,827.2112794248401,18
9,11,3575.210798492694,18
9,12,6847.539205536054,18
9,13,9454.16876226282,18
9,14,10574.568731653968,18
9,15,9963.056954686697,18
9,16,7778.421526873013,18
9,17,4919.136029907599,18
9,18,2031.8722842670809,18
9,19,125.6950122150099,18
9,20,77.07649594994339,18
9,21,237.19878018709338,18
9,22,410.88331112478687,18
9,23,541.1271702232501,18
9,24,591.3232017560767,18
9,25,548.2773823616936,18
9,26,423.1546293221197,18
9,27,246.7967790405195,18
9,28,79.62013406782648,18
9,29,2.4766395125333225,18
9,30,77.03323809581009,18
9,31,241.83134004847682,18
9,32,424.77652313609383,18
9,33,553.9204068585077,18
9,34,601.5230558106147,18
9,35,551.3030034820781,18
9,36,427.6310911051208,18
9,37,249.82910089557384,18
9,38,79.59418285405012,18
9,39,1.0227473854366704,18
9,40,70.03490460085317,18
9,41,235.05123234159973,18
9,42,403.52511278479665,18
9,43,535.513003551063,18
9,44,577.6370877982795,18
9,45,534.1358164435159,18
9,46,405.4034643902095,18
9,47,236.75622081431638,18
9,48,73.00553281429333,18
9,49,1.3219927347966538,18
9,50,17.14794166739999,18
9,51,58.19561652745345,18
9,52,101.65008457919663,18
9,53,131.38442360041324,18
9,54,141.23382028842315,18
9,55,128.8198388261198,18
9,56,97.00419653951658,18
9,57,57.52414646121337,18
9,58,17.161722655410088,18
9,59,0.3214302578899936,18
10,9,1222.4927289816767,18
10,10,821.6076550427604,18
10,11,3575.15868526965,18
10,12,6873.969527505999,18
10,13,9459.991486583252,18
10,14,10627.886127900802,18
10,15,10014.935095480083,18
10,16,7802.908520042477,18
10,17,4939.0499714972675,18
10,18,2028.9548699141842,18
10,19,127.56084422944005,18
10,20,76.45840772340007,18
10,21,241.94133403326688,18
10,22,417.3137966543973,18
10,23,549.4952181072243,18
10,24,591.2812482289308,18
10,25,543.9923817139745,18
10,26,414.9866002135173,18
10,27,242.86791637994347,18
10,28,78.53416979676993,18
10,29,2.308788041623329,18
10,30,75.51263978759665,18
10,31,241.36188023914667,18
10,32,410.8908480071171,18
10,33,537.5122329371607,18
10,34,583.6450590909337,18
10,35,530.55776428477,18
10,36,405.324587512733,18
10,37,236.68771757285285,18
10,38,74.11018141717321,18
10,39,0.9046039569999809,18
10,40,71.43081145013008,18
10,41,229.37813370605036,18
10,42,403.06448960410705,18
10,43,528.0602545699704,18
10,44,574.7994098754675,18
10,45,533.512087337654,18
10,46,409.4770881027206,18
10,47,235.11763146890738,18
10,48,74.83557787838686,18
10,49,1.0247285663866563,18
10,50,15.299602244929902,18
10,51,51.397801216306576,18
10,52,92.41353257687668,18
10,53,121.82347796361333,18
10,54,133.8202597918102,18
10,55,121.1592630413836,18
10,56,95.83768111561339,18
10,57,53.89162609005004,18
10,58,17.153785077143354,18
10,59,0.44077301684001746,18
11,9,1215.6803927976532,18
11,10,824.9797091523161,18
11,11,3588.404328932253,18
11,12,6901.535112579187,18
11,13,9486.348995721119,18
11,14,10642.850517630282,18
11,15,10003.058510451328,18
11,16,7780.853094098225,18
11,17,4933.754257245041,18
11,18,2052.572805219303,18
11,19,130.46283795927653,18
11,20,74.46542185999672,18
11,21,231.94116049263687,18
11,22,405.50497013673333,18
11,23,537.9786882308764,18
11,24,584.3868710722,18
11,25,546.265786258556,18
11,26,422.8993271601824,18
11,27,247.29244142730283,18
11,28,77.76473027791988,18
11,29,2.54368056282331,18
11,30,70.7191385931701,18
11,31,228.21150557869,18
11,32,401.74912966933033,18
11,33,524.8455137447967,18
11,34,567.5790345328237,18
11,35,526.7159182961838,18
11,36,405.08022877901,18
11,37,238.5968546727699,18
11,38,75.09301510135656,18
11,39,1.0303902211966733,18
11,40,72.94676185533008,18
11,41,231.58403472340004,18
11,42,402.1028566713837,18
11,43,533.5169635322902,18
11,44,585.2800109916504,18
11,45,539.25630813725,18
11,46,416.16313488607676,18
11,47,241.63801264495987,18
11,48,77.59249947018647,18
11,49,1.0401012710633233,18
11,50,15.26219477247671,18
11,51,52.51453487892014,18
11,52,91.93623065242704,18
11,53,122.23229956820053,18
11,54,133.3024020473473,18
11,55,124.06220029770721,18
11,56,96.80377140682691,18
11,57,55.864435426156795,18
11,58,18.181861589223285,18
11,59,0.36176466366666593,18
12,9,1204.824578631891,18
12,10,831.2386293835167,18
12,11,3617.3324911161485,18
12,12,6902.910840557492,18
12,13,9474.540657982809,18
12,14,10573.621175603172,18
12,15,9956.399017277727,18
12,16,7733.758191505276,18
12,17,4829.952307458024,18
12,18,1982.1254301339177,18
12,19,116.81937110697348,18
12,20,71.9209027443067,18
12,21,232.4314929677736,18
12,22,400.84735285245057,18
12,23,528.8641631711472,18
12,24,572.589307676894,18
12,25,535.4661282957745,18
12,26,409.6746082756507,18
12,27,236.1740127886938,18
12,28,77.20656991823677,18
12,29,2.3805930729299987,18
12,30,74.43766162029003,18
12,31,235.0801801870636,18
12,32,400.7824268756273,18
12,33,525.66692943152,18
12,34,572.3019522263169,18
12,35,534.668781615624,18
12,36,407.99305667429013,18
12,37,238.7149489853037,18
12,38,75.78998955669007,18
12,39,0.8419704805566659,18
12,40,71.16380430762673,18
12,41,235.57143950430645,18
12,42,410.9249535591999,18
12,43,539.7565397694804,18
12,44,584.8321196255966,18
12,45,543.6745332569066,18
12,46,415.4296323950362,18
12,47,240.30004877890303,18
12,48,76.15381870908988,18
12,49,1.093600297143309,18
12,50,15.570337054983337,18
12,51,51.20533488756008,18
12,52,89.1021908070903,18
12,53,118.22644312190695,18
12,54,130.36084109082668,18
12,55,123.49607220143665,18
12,56,93.89267997749016,18
12,57,53.88050427055687,18
12,58,16.676613396640086,18
12,59,0.29483305513331165,18
13,9,1204.4783610954546,18
13,10,790.3112247505602,18
13,11,3510.06525063853,18
13,12,6765.59258389279,18
13,13,9328.627989282319,18
13,14,10435.404153552097,18
13,15,9843.141955440935,18
13,16,7673.990315564107,18
13,17,4928.298230236643,18
13,18,2072.8481194998108,18
13,19,138.8660077293834,18
13,20,68.00373027919662,18
13,21,222.67332034185318,18
13,22,389.38550638975704,18
13,23,509.6671568838373,18
13,24,561.1203983704776,18
13,25,521.7998771955973,18
13,26,396.1106004055338,18
13,27,230.28909230576016,18
13,28,73.0365019099166,18
13,29,2.512999801836665,18
13,30,74.44388447543669,18
13,31,242.02421998823635,18
13,32,418.39746380060933,18
13,33,542.4668827700132,18
13,34,594.3980998487427,18
13,35,548.949832256213,18
13,36,422.6569810383429,18
13,37,248.5469781105033,18
13,38,75.9303243303966,18
13,39,0.9902078186633203,18
13,40,64.64062683258673,18
13,41,210.5976450370667,18
13,42,377.9096956764266,18
13,43,502.2684950982269,18
13,44,548.8302724493334,18
13,45,513.6251955057298,18
13,46,392.19292344730695,18
13,47,227.5922543941866,18
13,48,73.2679764618101,18
13,49,1.5430396199332965,18
13,50,16.569183688200045,18
13,51,53.308850008823576,18
13,52,94.90640232042347,18
13,53,124.93643662282685,18
13,54,133.7076956024769,18
13,55,123.81044080863667,18
13,56,93.31184680642325,18
13,57,53.48175040531978,18
13,58,15.556199816583277,18
13,59,0.3012032614266488,18
14,9,1220.1461125302264,18
14,10,770.9835637201827,18
14,11,3404.267428334774,18
14,12,6650.772934169303,18
14,13,9278.005286062846,18
14,14,10446.858619606071,18
14,15,9907.37419119615,18
14,16,7745.977277453381,18
14,17,5152.325013332635,18
14,18,2206.822552871169,18
14,19,175.42536789749005,18
14,20,71.24178202847992,18
14,21,232.3322622323696,18
14,22,407.134153577159,18
14,23,537.1046864898658,18
14,24,590.452844207986,18
14,25,539.6759420695963,18
14,26,410.44941186509016,18
14,27,242.26092557221006,18
14,28,78.0543345066665,18
14,29,2.372614965426669,18
14,30,69.62817806986672,18
14,31,226.08561048073324,18
14,32,397.5176634607464,18
14,33,527.548102563146,18
14,34,574.1151610259961,18
14,35,527.2524097092798,18
14,36,404.44928971973025,18
14,37,238.266651924717,18
14,38,76.10189742349012,18
14,39,1.0131333702266656,18
14,40,71.73537278554336,18
14,41,230.58384289071975,18
14,42,402.51505255687647,18
14,43,524.5883878310261,18
14,44,567.1870264924503,18
14,45,526.7608305915436,18
14,46,402.4301403817035,18
14,47,237.9079867910367,18
14,48,75.52886731263682,18
14,49,0.9597961401833134,18
14,50,16.278156217546666,18
14,51,53.211432297329885,18
14,52,93.65101515471967,18
14,53,123.2258354664396,18
14,54,131.83594749663976,18
14,55,123.10578314511636,18
14,56,93.11176748307987,18
14,57,54.30280612137328,18
14,58,17.680614021959954,18
14,59,0.23378664757332276,18
15,9,1225.8990934947212,18
15,10,790.9851636987448,18
15,11,3444.981724066335,18
15,12,6706.275511964796,18
15,13,9246.860064198718,18
15,14,10412.264230734878,18
15,15,9862.792041063436,18
15,16,7702.5872610073475,18
15,17,5088.272018403009,18
15,18,2163.1886540288915,18
15,19,162.00458069534625,18
15,20,73.89020872319679,18
15,21,233.52748262121378,18
15,22,400.42280121506394,18
15,23,539.4991590723072,18
15,24,588.0647052632506,18
15,25,547.0041406068805,18
15,26,423.4614318861037,18
15,27,240.8068977746135,18
15,28,77.65842331991682,18
15,29,2.35529418327665,18
15,30,70.5610541475965,18
15,31,231.73787749759623,18
15,32,399.5062681427431,18
15,33,527.7003405889293,18
15,34,570.7239878961029,18
15,35,530.3303504719461,18
15,36,409.4858056287163,18
15,37,238.78713381214615,18
15,38,76.19959671722648,18
15,39,1.0589616237333053,18
15,40,67.75476061629001,18
15,41,226.90372457221002,18
15,42,388.8569427708269,18
15,43,511.81187271454723,18
15,44,559.9345015959165,18
15,45,521.7825962831162,18
15,46,396.7481512727326,18
15,47,234.68767078938288,18
15,48,75.07516408527987,18
15,49,1.3043057107433382,18
15,50,15.17147568394659,18
15,51,51.429353114439756,18
15,52,89.2648633854632,18
15,53,117.23268159138325,18
15,54,126.00579792759639,18
15,55,119.05200070270637,18
15,56,89.15911414165306,18
15,57,50.63190824564979,18
15,58,16.93568280866325,18
15,59,0.2945306829566668,18
16,9,1243.254452667383,18
16,10,836.3626123597743,18
16,11,3526.790299243507,18
16,12,6837.289403865329,18
16,13,9449.37817062117,18
16,14,10596.896134268958,18
16,15,9947.341076443181,18
16,16,7766.224443192626,18
16,17,4978.829173316143,18
16,18,2076.4158395341847,18
16,19,142.21751873342618,18
16,20,70.95429794637002,18
16,21,234.6352863747963,18
16,22,398.3862595429195,18
16,23,524.9795312227197,18
16,24,576.6634352719161,18
16,25,546.097971736306,18
16,26,418.8662097069329,18
16,27,245.50997941791996,18
16,28,77.0554773829335,18
16,29,2.5854266291166454,18
16,30,72.75628416884007,18
16,31,233.8892641956132,18
16,32,404.01463257482345,18
16,33,531.621598886494,18
16,34,583.2596591215472,18
16,35,542.4876669963609,18
16,36,416.85461567444025,18
16,37,240.54912920943673,18
16,38,74.3906505244235,18
16,39,1.0092940387199876,18
16,40,69.7407297113567,18
16,41,227.43146044245026,18
16,42,393.08706711818365,18
16,43,508.2887581993305,18
16,44,546.8593215676667,18
16,45,496.4377961670634,18
16,46,381.1967353239334,18
16,47,221.29263906767682,18
16,48,71.45702143479657,18
16,49,1.3996537153999888,18
16,50,15.834681282289997,18
16,51,52.62646432813009,18
16,52,96.19037277213,18
16,53,125.86944144399654,18
16,54,135.90035222867976,18
16,55,123.43254478159984,18
16,56,89.41835735300995,18
16,57,51.678188385703336,18
16,58,16.08627971946341,18
16,59,0.3171103659599825,18
17,9,1271.8942468701032,18
17,10,838.6984331049305,18
17,11,3498.0751626548513,18
17,12,6770.787277962453,18
17,13,9375.612754797467,18
17,14,10527.235852833732,18
17,15,9926.588759236929,18
17,16,7716.586778208584,18
17,17,4996.96358415733,18
17,18,2093.7544476333733,18
17,19,147.61936766287994,18
17,20,68.43529372789337,18
17,21,229.0464163454799,18
17,22,384.1553853862635,18
17,23,501.32149365783647,18
17,24,548.4323169986668,18
17,25,511.2376114033603,18
17,26,390.8233133525202,18
17,27,227.65705393258335,18
17,28,72.93043797420991,18
17,29,2.82302824111664,18
17,30,70.64076734601326,18
17,31,227.22783050407682,18
17,32,388.79380240957033,18
17,33,508.5102607032399,18
17,34,552.1624251636505,18
17,35,518.6954509118367,18
17,36,392.7168578790101,18
17,37,228.8044377328767,18
17,38,73.94267903742652,18
17,39,0.9273759708266451,18
17,40,69.64954169364003,18
17,41,230.26816809178345,18
17,42,404.51227000404026,18
17,43,523.7595755515433,18
17,44,573.402382156983,18
17,45,531.3071458285831,18
17,46,414.82109174611963,18
17,47,242.2839601084262,18
17,48,77.04227523663988,18
17,49,1.2684214399700096,18
17,50,16.278904213746607,18
17,51,57.890840387719955,18
17,52,98.5575026496533,18
17,53,126.95464361012982,18
17,54,137.39345972279662,18
17,55,126.64810840506668,18
17,56,99.7225797561598,18
17,57,56.62124432009326,18
17,58,17.85115096122673,18
17,59,0.4143650278366613,18
18,9,1305.7352983300507,18
18,10,830.1535548853295,18
18,11,3414.5700179224227,18
18,12,6713.65757964489,18
18,13,9362.076076977064,18
18,14,10550.285137862596,18
18,15,9966.528856020394,18
18,16,7782.849777250291,18
18,17,5190.131499550663,18
18,18,2229.403422808946,18
18,19,178.36453325162356,18
18,20,78.37424192783669,18
18,21,248.85627154110625,18
18,22,429.0263599904759,18
18,23,552.9337259292262,18
18,24,601.6397618218626,18
18,25,557.9945626544223,18
18,26,424.1327857980797,18
18,27,248.5052299897566,18
18,28,79.82683850791646,18
18,29,2.5868247010633163,18
18,30,70.70034520318676,18
18,31,229.5262227964501,18
18,32,397.18273314647655,18
18,33,524.0449066239864,18
18,34,569.4664293360491,18
18,35,532.5883285647428,18
18,36,412.96001144586637,18
18,37,242.31168815954328,18
18,38,77.33279189790656,18
18,39,1.0187340678366852,18
18,40,68.33000780244005,18
18,41,222.60140054527645,18
18,42,389.2806942504394,18
18,43,508.8394660809458,18
18,44,559.9853597205297,18
18,45,516.5332141083967,18
18,46,396.02467444105275,18
18,47,229.9414521167861,18
18,48,72.10529368137317,18
18,49,1.2954194191700084,18
18,50,15.279111480023358,18
18,51,51.02996577405013,18
18,52,89.10205924297348,18
18,53,113.2358018213301,18
18,54,124.13930417956999,18
18,55,111.98751814633351,18
18,56,84.3669402316268,18
18,57,49.190630099090065,18
18,58,14.782065133106641,18
18,59,0.30819291887997907,18
19,9,1303.1208894995737,18
19,10,861.9648953276509,18
19,11,3528.2535097681084,18
19,12,6850.336073782422,18
19,13,9435.223290318616,18
19,14,10616.89788654296,18
19,15,10019.348096819936,18
19,16,7794.486209909384,18
19,17,5100.263836200842,18
19,18,2161.0667364110927,18
19,19,160.09508348636984,18
19,20,77.39231740197333,18
19,21,240.3500914458103,18
19,22,420.88360574759747,18
19,23,561.7048449257071,18
19,24,607.5907417298666,18
19,25,559.7724210715968,18
19,26,427.68794944885354,18
19,27,247.25931978672025,18
19,28,77.03678606388006,18
19,29,2.777934549706655,18
19,30,68.83526468490669,18
19,31,220.4529498859433,18
19,32,388.57575624713303,18
